TokenID,Species,Equipment,Realm,Curse,Name,Story,Rarity,Synergy,SpeciesID,ItemID,BackgroundID,EffectID,OriginalEffectID
8491,Demon,Poison,Ragnarok,Mind Blast,"Last Fiend Lord #8491","As the world ends, the infernal lord reigns its screams shatter sanity.",Rare,"",3,3,8,1,1
8492,Succubus,Amulet,Corruption,Burning,"Corrupted Soul Temptress #8492","Where reality breaks, the temptress ensnares souls while flames consume endlessly.",Legendary,"",8,9,3,8,8
8493,Frankenstein,Scythe,Shadow,Poisoning,"Stitched Horror #8493","In shadow's reach, this creation defies nature leaving toxic death behind.",Common,"",2,6,9,5,5
8494,Mummy,Poison,Void,Confusion,"Void Ancient Guard #8494","At existence's edge, this guardian endures eternally spreading fractured chaos.",Common,"",7,3,5,2,2
8495,Frankenstein,Amulet,Bloodmoon,Brain Wash,"Crimson Stitched Horror #8495","Under the crimson gaze, this creation defies nature enslaving minds with madness.",Common,"",2,9,0,9,9
8496,Vampire,Scythe,Inferno,Lightning,"Infernal Eternal Hunter #8496","Within eternal flames, this nightwalker hunts eternally beneath electric fury.",Uncommon,"",6,6,6,6,6
8497,Goblin,Poison,Decay,Meteor,"Shadow Gremlin #8497","In rotting wastelands, the goblin plots mischief while heavens rain destruction.",Uncommon,"",1,3,2,3,3
8498,Zombie,Crown,Ragnarok,Seizure,"Last Shambling Dead #8498","As the world ends, this corpse shambles onward causing reality to convulse.",Rare,"",5,0,8,0,0
8499,Werewolf,Scythe,Corruption,Blizzard,"Corrupted Moon Stalker #8499","Where reality breaks, the beast stalks with primal fury as frozen winds tear reality.",Epic,"",0,6,3,7,7
8500,Dragon,Poison,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Uncommon,"Night Terror",4,3,9,4,4
8501,Skeleton,Crown,Void,Mind Blast,"Void Hollow One #8501","At existence's edge, ancient bones clutch their relics its screams shatter sanity.",Common,"",9,0,5,1,1
8502,Dragon,Scythe,Bloodmoon,Burning,"Crimson Ancient Wyrm #8502","Under the crimson gaze, this terror hoards cursed treasures while flames consume endlessly.",Common,"",4,6,0,8,8
8503,Succubus,Poison,Inferno,Poisoning,"Infernal Soul Temptress #8503","Within eternal flames, the temptress ensnares souls leaving toxic death behind.",Common,"",8,3,6,5,5
8504,Demon,Crown,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Rare,"Madness Plague",3,0,2,2,2
8505,Mummy,Scythe,Frost,Brain Wash,"Frozen Ancient Guard #8505","In frozen wastes, this guardian endures eternally enslaving minds with madness.",Uncommon,"",7,6,7,9,9
8506,Frankenstein,Poison,Corruption,Lightning,"Corrupted Toxic Creation #8506","Where reality breaks, this creation defies nature beneath electric fury.",Rare,"",2,3,3,6,6
8507,Vampire,Crown,Shadow,Meteor,"Night King #8507","In shadow's reach, the night king commands darkness while heavens rain destruction.",Epic,"",6,0,9,3,3
8508,Goblin,Staff,Venom,Seizure,"Shadow Gremlin #8508","In toxic mists, the goblin plots mischief causing reality to convulse.",Common,"",1,7,4,0,0
8509,Vampire,Poison,Bloodmoon,Blizzard,"Crimson Eternal Hunter #8509","Under the crimson gaze, this nightwalker hunts eternally as frozen winds tear reality.",Common,"",6,3,0,7,7
8510,Werewolf,Crown,Inferno,Bats,"Infernal Moon Stalker #8510","Within eternal flames, the beast stalks with primal fury commanding nightborn servants.",Common,"",0,0,6,4,4
8511,Zombie,Staff,Abyss,Mind Blast,"Shambling Dead #8511","From the endless void, this corpse shambles onward its screams shatter sanity.",Uncommon,"",5,7,1,1,1
8512,Skeleton,Poison,Frost,Burning,"Frozen Hollow One #8512","In frozen wastes, ancient bones clutch their relics while flames consume endlessly.",Uncommon,"",9,3,7,8,8
8513,Dragon,Crown,Corruption,Poisoning,"Corrupted Drake Lord #8513","Where reality breaks, the wyrm reclaims dominion leaving toxic death behind.",Uncommon,"",4,0,3,5,5
8514,Succubus,Staff,Ragnarok,Confusion,"Last Dream Weaver #8514","As the world ends, the temptress ensnares souls spreading fractured chaos.",Rare,"",8,7,8,2,2
8515,Demon,Poison,Venom,Brain Wash,"Fiend Lord #8515","In toxic mists, the infernal lord reigns enslaving minds with madness.",Legendary,"",3,3,4,9,9
8516,Succubus,Crown,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Uncommon,"Crimson Thunder",8,0,0,6,6
8517,Frankenstein,Staff,Void,Meteor,"Void Stitched Horror #8517","At existence's edge, this creation defies nature while heavens rain destruction.",Common,"",2,7,5,3,3
8518,Mummy,Torch,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",7,4,1,0,0
8519,Goblin,Crown,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Rare,"Absolute Zero",1,0,7,7,7
8520,Vampire,Staff,Decay,Bats,"Eternal Hunter #8520","In rotting wastelands, this nightwalker hunts eternally commanding nightborn servants.",Uncommon,"",6,7,2,4,4
8521,Werewolf,Torch,Ragnarok,Mind Blast,"Last Moon Stalker #8521","As the world ends, the beast stalks with primal fury its screams shatter sanity.",Rare,"",0,4,8,1,1
8522,Zombie,Crown,Venom,Burning,"Shambling Dead #8522","In toxic mists, this corpse shambles onward while flames consume endlessly.",Epic,"",5,0,4,8,8
8523,Skeleton,Staff,Shadow,Poisoning,"Hollow One #8523","In shadow's reach, ancient bones clutch their relics leaving toxic death behind.",Legendary,"",9,7,9,5,5
8524,Dragon,Torch,Void,Confusion,"Void Ancient Wyrm #8524","At existence's edge, this terror hoards cursed treasures spreading fractured chaos.",Common,"",4,4,5,2,2
8525,Skeleton,Crown,Abyss,Brain Wash,"Hollow One #8525","From the endless void, ancient bones clutch their relics enslaving minds with madness.",Common,"",9,0,1,9,9
8526,Demon,Staff,Inferno,Lightning,"Infernal Fiend Lord #8526","Within eternal flames, the infernal lord reigns beneath electric fury.",Common,"",3,7,6,6,6
8527,Succubus,Torch,Decay,Meteor,"Soul Temptress #8527","In rotting wastelands, the temptress ensnares souls while heavens rain destruction.",Uncommon,"",8,4,2,3,3
8528,Frankenstein,Sword,Ragnarok,Seizure,"Last Stitched Horror #8528","As the world ends, this creation defies nature causing reality to convulse.",Uncommon,"",2,1,8,0,0
8529,Mummy,Staff,Corruption,Blizzard,"Corrupted Tomb Priest #8529","Where reality breaks, the pharaoh commands divinely as frozen winds tear reality.",Rare,"",7,7,3,7,7
8530,Goblin,Torch,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Legendary,"Night Terror",1,4,9,4,4
8531,Vampire,Sword,Void,Mind Blast,"Void Eternal Hunter #8531","At existence's edge, this nightwalker hunts eternally its screams shatter sanity.",Common,"",6,1,5,1,1
8532,Goblin,Staff,Bloodmoon,Burning,"Crimson Shadow Gremlin #8532","Under the crimson gaze, the goblin plots mischief while flames consume endlessly.",Common,"",1,7,0,8,8
8533,Zombie,Torch,Inferno,Poisoning,"Infernal Shambling Dead #8533","Within eternal flames, this corpse shambles onward leaving toxic death behind.",Common,"",5,4,6,5,5
8534,Werewolf,Sword,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Rare,"Madness Plague",0,1,2,2,2
8535,Dragon,Staff,Frost,Brain Wash,"Frozen Ancient Wyrm #8535","In frozen wastes, this terror hoards cursed treasures enslaving minds with madness.",Uncommon,"",4,7,7,9,9
8536,Skeleton,Torch,Corruption,Lightning,"Corrupted Hollow One #8536","Where reality breaks, ancient bones clutch their relics beneath electric fury.",Uncommon,"",9,4,3,6,6
8537,Demon,Sword,Shadow,Meteor,"Hell Blade #8537","In shadow's reach, this fiend wields torment while heavens rain destruction.",Rare,"",3,1,9,3,3
8538,Succubus,Shoulder,Venom,Seizure,"Soul Temptress #8538","In toxic mists, the temptress ensnares souls causing reality to convulse.",Epic,"",8,8,4,0,0
8539,Demon,Torch,Bloodmoon,Blizzard,"Crimson Flame Bearer #8539","Under the crimson gaze, the hellspawn lights perdition's path as frozen winds tear reality.",Common,"",3,4,0,7,7
8540,Mummy,Sword,Inferno,Bats,"Infernal Desert Warrior #8540","Within eternal flames, the desert warrior stands eternal commanding nightborn servants.",Common,"",7,1,6,4,4
8541,Frankenstein,Arm,Abyss,Mind Blast,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Uncommon,"The Collector",2,8,1,1,1
8542,Vampire,Torch,Frost,Burning,"Frozen Eternal Hunter #8542","In frozen wastes, this nightwalker hunts eternally while flames consume endlessly.",Uncommon,"",6,4,7,8,8
8543,Goblin,Sword,Corruption,Poisoning,"Corrupted Cave Raider #8543","Where reality breaks, the goblin plots mischief leaving toxic death behind.",Uncommon,"",1,1,3,5,5
8544,Zombie,Shoulder,Ragnarok,Confusion,"Last Shambling Dead #8544","As the world ends, this corpse shambles onward spreading fractured chaos.",Rare,"",5,8,8,2,2
8545,Werewolf,Torch,Venom,Brain Wash,"Moon Stalker #8545","In toxic mists, the beast stalks with primal fury enslaving minds with madness.",Epic,"",0,4,4,9,9
8546,Zombie,Sword,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Legendary,"Crimson Thunder",5,1,0,6,6
8547,Skeleton,Shoulder,Void,Meteor,"Void Hollow One #8547","At existence's edge, ancient bones clutch their relics while heavens rain destruction.",Common,"",9,8,5,3,3
8548,Dragon,Wine,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",4,5,1,0,0
8549,Succubus,Sword,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",8,1,7,7,7
8550,Demon,Shoulder,Decay,Bats,"Fiend Lord #8550","In rotting wastelands, the infernal lord reigns commanding nightborn servants.",Uncommon,"",3,8,2,4,4
8551,Mummy,Wine,Ragnarok,Mind Blast,"Last Ancient Guard #8551","As the world ends, this guardian endures eternally its screams shatter sanity.",Uncommon,"",7,5,8,1,1
8552,Frankenstein,Sword,Venom,Burning,"Stitched Horror #8552","In toxic mists, this creation defies nature while flames consume endlessly.",Rare,"",2,1,4,8,8
8553,Vampire,Shoulder,Shadow,Poisoning,"Eternal Hunter #8553","In shadow's reach, this nightwalker hunts eternally leaving toxic death behind.",Epic,"",6,8,9,5,5
8554,Goblin,Wine,Void,Confusion,"Void Shadow Gremlin #8554","At existence's edge, the goblin plots mischief spreading fractured chaos.",Common,"",1,5,5,2,2
8555,Vampire,Sword,Abyss,Brain Wash,"Eternal Hunter #8555","From the endless void, this nightwalker hunts eternally enslaving minds with madness.",Common,"",6,1,1,9,9
8556,Werewolf,Shoulder,Inferno,Lightning,"Infernal Beast Warrior #8556","Within eternal flames, the beast stalks with primal fury beneath electric fury.",Common,"",0,8,6,6,6
8557,Zombie,Wine,Decay,Meteor,"Shambling Dead #8557","In rotting wastelands, this corpse shambles onward while heavens rain destruction.",Uncommon,"",5,5,2,3,3
8558,Skeleton,Shield,Ragnarok,Seizure,"Last Undead Sentinel #8558","As the world ends, the undead sentinel stands watch causing reality to convulse.",Uncommon,"",9,2,8,0,0
8559,Dragon,Shoulder,Corruption,Blizzard,"Corrupted Ancient Wyrm #8559","Where reality breaks, this terror hoards cursed treasures as frozen winds tear reality.",Uncommon,"",4,8,3,7,7
8560,Succubus,Wine,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Epic,"Night Terror",8,5,9,4,4
8561,Demon,Shield,Void,Mind Blast,"Void Fiend Lord #8561","At existence's edge, the infernal lord reigns its screams shatter sanity.",Epic,"",3,2,5,1,1
8562,Succubus,Shoulder,Bloodmoon,Burning,"Crimson Soul Temptress #8562","Under the crimson gaze, the temptress ensnares souls while flames consume endlessly.",Common,"",8,8,0,8,8
8563,Frankenstein,Wine,Inferno,Poisoning,"Infernal Stitched Horror #8563","Within eternal flames, this creation defies nature leaving toxic death behind.",Common,"",2,5,6,5,5
8564,Mummy,Shield,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Uncommon,"Madness Plague",7,2,2,2,2
8565,Goblin,Shoulder,Frost,Brain Wash,"Frozen Shadow Gremlin #8565","In frozen wastes, the goblin plots mischief enslaving minds with madness.",Uncommon,"",1,8,7,9,9
8566,Vampire,Wine,Corruption,Lightning,"Blood Sommelier","A refined predator who has transcended mere survival. This vampire has cultivated an exquisite palate for the finest vintages.",Rare,"Blood Sommelier",6,5,3,6,6
8567,Werewolf,Shield,Shadow,Meteor,"Moon Stalker #8567","In shadow's reach, the beast stalks with primal fury while heavens rain destruction.",Rare,"",0,2,9,3,3
8568,Zombie,Amulet,Venom,Seizure,"Cursed Corpse #8568","In toxic mists, the cursed corpse shambles onward causing reality to convulse.",Rare,"",5,9,4,0,0
8569,Werewolf,Wine,Bloodmoon,Blizzard,"Crimson Moon Stalker #8569","Under the crimson gaze, the beast stalks with primal fury as frozen winds tear reality.",Legendary,"",0,5,0,7,7
8570,Dragon,Shield,Inferno,Bats,"Infernal Scale Guardian #8570","Within eternal flames, this terror hoards cursed treasures commanding nightborn servants.",Common,"",4,2,6,4,4
8571,Skeleton,Amulet,Abyss,Mind Blast,"Hollow One #8571","From the endless void, ancient bones clutch their relics its screams shatter sanity.",Common,"",9,9,1,1,1
8572,Demon,Wine,Frost,Burning,"Frozen Fiend Lord #8572","In frozen wastes, the infernal lord reigns while flames consume endlessly.",Common,"",3,5,7,8,8
8573,Succubus,Shield,Corruption,Poisoning,"Corrupted Soul Temptress #8573","Where reality breaks, the temptress ensnares souls leaving toxic death behind.",Uncommon,"",8,2,3,5,5
8574,Frankenstein,Amulet,Ragnarok,Confusion,"Last Stitched Horror #8574","As the world ends, this creation defies nature spreading fractured chaos.",Uncommon,"",2,9,8,2,2
8575,Mummy,Wine,Venom,Brain Wash,"Ancient Guard #8575","In toxic mists, this guardian endures eternally enslaving minds with madness.",Rare,"",7,5,4,9,9
8576,Frankenstein,Shield,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Legendary,"Crimson Thunder",2,2,0,6,6
8577,Vampire,Amulet,Void,Meteor,"Void Eternal Hunter #8577","At existence's edge, this nightwalker hunts eternally while heavens rain destruction.",Common,"",6,9,5,3,3
8578,Goblin,Scythe,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",1,6,1,0,0
8579,Zombie,Shield,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",5,2,7,7,7
8580,Werewolf,Head,Decay,Bats,"The Alpha's Trophy","What appears to be a simple crown is revealed as the severed head of the previous pack leader.",Rare,"The Alpha's Trophy",0,9,2,4,4
8581,Dragon,Scythe,Ragnarok,Mind Blast,"Last Ancient Wyrm #8581","As the world ends, this terror hoards cursed treasures its screams shatter sanity.",Uncommon,"",4,6,8,1,1
8582,Skeleton,Shield,Venom,Burning,"Undead Sentinel #8582","In toxic mists, the undead sentinel stands watch while flames consume endlessly.",Uncommon,"",9,2,4,8,8
8583,Demon,Amulet,Shadow,Poisoning,"Fiend Lord #8583","In shadow's reach, the infernal lord reigns leaving toxic death behind.",Rare,"",3,9,9,5,5
8584,Succubus,Scythe,Void,Confusion,"Void Soul Temptress #8584","At existence's edge, the temptress ensnares souls spreading fractured chaos.",Epic,"",8,6,5,2,2
8585,Demon,Shield,Abyss,Brain Wash,"Fiend Lord #8585","From the endless void, the infernal lord reigns enslaving minds with madness.",Common,"",3,2,1,9,9
8586,Mummy,Amulet,Inferno,Lightning,"Infernal Ancient Guard #8586","Within eternal flames, this guardian endures eternally beneath electric fury.",Common,"",7,9,6,6,6
8587,Frankenstein,Scythe,Decay,Meteor,"Stitched Horror #8587","In rotting wastelands, this creation defies nature while heavens rain destruction.",Common,"",2,6,2,3,3
8588,Vampire,Poison,Ragnarok,Seizure,"Last Eternal Hunter #8588","As the world ends, this nightwalker hunts eternally causing reality to convulse.",Uncommon,"",6,3,8,0,0
8589,Goblin,Amulet,Corruption,Blizzard,"Corrupted Shadow Gremlin #8589","Where reality breaks, the goblin plots mischief as frozen winds tear reality.",Uncommon,"",1,9,3,7,7
8590,Zombie,Scythe,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Epic,"Night Terror",5,6,9,4,4
8591,Werewolf,Poison,Void,Mind Blast,"Void Moon Stalker #8591","At existence's edge, the beast stalks with primal fury its screams shatter sanity.",Rare,"",0,3,5,1,1
8592,Zombie,Amulet,Bloodmoon,Burning,"Crimson Cursed Corpse #8592","Under the crimson gaze, the cursed corpse shambles onward while flames consume endlessly.",Legendary,"",5,9,0,8,8
8593,Skeleton,Scythe,Inferno,Poisoning,"Death's Herald","The original harbinger of doom. This skeletal reaper has collected souls since the dawn of mortality itself.",Uncommon,"Death's Herald",9,6,6,5,5
8594,Dragon,Poison,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Uncommon,"Madness Plague",4,3,2,2,2
8595,Succubus,Amulet,Frost,Brain Wash,"Frozen Soul Temptress #8595","In frozen wastes, the temptress ensnares souls enslaving minds with madness.",Common,"",8,9,7,9,9
8596,Demon,Scythe,Corruption,Lightning,"Corrupted Fiend Lord #8596","Where reality breaks, the infernal lord reigns beneath electric fury.",Uncommon,"",3,6,3,6,6
8597,Mummy,Poison,Shadow,Meteor,"Ancient Guard #8597","In shadow's reach, this guardian endures eternally while heavens rain destruction.",Uncommon,"",7,3,9,3,3
8598,Frankenstein,Crown,Void,Seizure,"Void Stitched Horror #8598","At existence's edge, this creation defies nature causing reality to convulse.",Rare,"",2,0,5,0,0
8599,Mummy,Scythe,Bloodmoon,Blizzard,"Crimson Ancient Guard #8599","Under the crimson gaze, this guardian endures eternally as frozen winds tear reality.",Epic,"",7,6,0,7,7
8600,Goblin,Poison,Inferno,Bats,"Infernal Shadow Gremlin #8600","Within eternal flames, the goblin plots mischief commanding nightborn servants.",Common,"",1,3,6,4,4
8601,Vampire,Crown,Decay,Mind Blast,"Night King #8601","In rotting wastelands, the night king commands darkness its screams shatter sanity.",Common,"",6,0,2,1,1
8602,Werewolf,Scythe,Frost,Burning,"Frozen Moon Stalker #8602","In frozen wastes, the beast stalks with primal fury while flames consume endlessly.",Common,"",0,6,7,8,8
8603,Zombie,Poison,Corruption,Poisoning,"Corrupted Plague Walker #8603","Where reality breaks, the plague walker spreads infection leaving toxic death behind.",Common,"",5,3,3,5,5
8604,Skeleton,Crown,Shadow,Confusion,"Hollow One #8604","In shadow's reach, ancient bones clutch their relics spreading fractured chaos.",Uncommon,"",9,0,9,2,2
8605,Dragon,Scythe,Venom,Brain Wash,"Ancient Wyrm #8605","In toxic mists, this terror hoards cursed treasures enslaving minds with madness.",Uncommon,"",4,6,4,9,9
8606,Skeleton,Poison,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Epic,"Crimson Thunder",9,3,0,6,6
8607,Demon,Crown,Inferno,Meteor,"Infernal Fiend Lord #8607","Within eternal flames, the infernal lord reigns while heavens rain destruction.",Epic,"",3,0,6,3,3
8608,Succubus,Staff,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Uncommon,"Deep Tremor",8,7,1,0,0
8609,Frankenstein,Poison,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",2,3,7,7,7
8610,Mummy,Crown,Corruption,Bats,"Corrupted Ancient Guard #8610","Where reality breaks, this guardian endures eternally commanding nightborn servants.",Common,"",7,0,3,4,4
8611,Goblin,Staff,Ragnarok,Mind Blast,"Last Shadow Gremlin #8611","As the world ends, the goblin plots mischief its screams shatter sanity.",Uncommon,"",1,7,8,1,1
8612,Vampire,Poison,Venom,Burning,"Eternal Hunter #8612","In toxic mists, this nightwalker hunts eternally while flames consume endlessly.",Uncommon,"",6,3,4,8,8
8613,Goblin,Crown,Bloodmoon,Poisoning,"Crimson Shadow Gremlin #8613","Under the crimson gaze, the goblin plots mischief leaving toxic death behind.",Uncommon,"",1,0,0,5,5
8614,Zombie,Staff,Void,Confusion,"Void Shambling Dead #8614","At existence's edge, this corpse shambles onward spreading fractured chaos.",Rare,"",5,7,5,2,2
8615,Werewolf,Poison,Abyss,Brain Wash,"Moon Stalker #8615","From the endless void, the beast stalks with primal fury enslaving minds with madness.",Legendary,"",0,3,1,9,9
8616,Dragon,Crown,Frost,Lightning,"Frozen Drake Lord #8616","In frozen wastes, the wyrm reclaims dominion beneath electric fury.",Common,"",4,0,7,6,6
8617,Skeleton,Staff,Decay,Meteor,"Hollow One #8617","In rotting wastelands, ancient bones clutch their relics while heavens rain destruction.",Common,"",9,7,2,3,3
8618,Demon,Torch,Ragnarok,Seizure,"Last Flame Bearer #8618","As the world ends, the hellspawn lights perdition's path causing reality to convulse.",Common,"",3,4,8,0,0
8619,Succubus,Crown,Venom,Blizzard,"Soul Temptress #8619","In toxic mists, the temptress ensnares souls as frozen winds tear reality.",Uncommon,"",8,0,4,7,7
8620,Frankenstein,Staff,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Rare,"Night Terror",2,7,9,4,4
8621,Mummy,Torch,Void,Mind Blast,"Void Ancient Guard #8621","At existence's edge, this guardian endures eternally its screams shatter sanity.",Rare,"",7,4,5,1,1
8622,Frankenstein,Crown,Abyss,Burning,"Stitched Horror #8622","From the endless void, this creation defies nature while flames consume endlessly.",Epic,"",2,0,1,8,8
8623,Vampire,Staff,Inferno,Poisoning,"Infernal Eternal Hunter #8623","Within eternal flames, this nightwalker hunts eternally leaving toxic death behind.",Legendary,"",6,7,6,5,5
8624,Goblin,Torch,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Uncommon,"Madness Plague",1,4,2,2,2
8625,Zombie,Crown,Ragnarok,Brain Wash,"Last Shambling Dead #8625","As the world ends, this corpse shambles onward enslaving minds with madness.",Common,"",5,0,8,9,9
8626,Werewolf,Staff,Corruption,Lightning,"Corrupted Moon Stalker #8626","Where reality breaks, the beast stalks with primal fury beneath electric fury.",Common,"",0,7,3,6,6
8627,Dragon,Torch,Shadow,Meteor,"Ancient Wyrm #8627","In shadow's reach, this terror hoards cursed treasures while heavens rain destruction.",Uncommon,"",4,4,9,3,3
8628,Skeleton,Sword,Void,Seizure,"Void Hollow One #8628","At existence's edge, ancient bones clutch their relics causing reality to convulse.",Uncommon,"",9,1,5,0,0
8629,Dragon,Staff,Bloodmoon,Blizzard,"Crimson Ancient Wyrm #8629","Under the crimson gaze, this terror hoards cursed treasures as frozen winds tear reality.",Rare,"",4,7,0,7,7
8630,Succubus,Torch,Inferno,Bats,"Infernal Soul Temptress #8630","Within eternal flames, the temptress ensnares souls commanding nightborn servants.",Epic,"",8,4,6,4,4
8631,Demon,Sword,Decay,Mind Blast,"Hell Blade #8631","In rotting wastelands, this fiend wields torment its screams shatter sanity.",Common,"",3,1,2,1,1
8632,Mummy,Staff,Frost,Burning,"Frozen Tomb Priest #8632","In frozen wastes, the pharaoh commands divinely while flames consume endlessly.",Common,"",7,7,7,8,8
8633,Frankenstein,Torch,Corruption,Poisoning,"Corrupted Stitched Horror #8633","Where reality breaks, this creation defies nature leaving toxic death behind.",Common,"",2,4,3,5,5
8634,Vampire,Sword,Shadow,Confusion,"Eternal Hunter #8634","In shadow's reach, this nightwalker hunts eternally spreading fractured chaos.",Uncommon,"",6,1,9,2,2
8635,Goblin,Staff,Venom,Brain Wash,"Shadow Gremlin #8635","In toxic mists, the goblin plots mischief enslaving minds with madness.",Uncommon,"",1,7,4,9,9
8636,Vampire,Torch,Bloodmoon,Lightning,"Crimson Thunder","Blood-red lightning that strikes with divine wrath.",Rare,"Crimson Thunder",6,4,0,6,6
8637,Werewolf,Sword,Inferno,Meteor,"Infernal Moon Stalker #8637","Within eternal flames, the beast stalks with primal fury while heavens rain destruction.",Rare,"",0,1,6,3,3
8638,Zombie,Arm,Abyss,Seizure,"Deep Tremor","Convulsions from staring too long into the infinite dark.",Legendary,"Deep Tremor",5,8,1,0,0
8639,Skeleton,Torch,Frost,Blizzard,"Absolute Zero","Where ice meets storm, nothing survives.",Uncommon,"Absolute Zero",9,4,7,7,7
8640,Dragon,Sword,Corruption,Bats,"Corrupted Wyrm Knight #8640","Where reality breaks, the drake wields dragonfire steel commanding nightborn servants.",Common,"",4,1,3,4,4
8641,Succubus,Shoulder,Ragnarok,Mind Blast,"Last Soul Temptress #8641","As the world ends, the temptress ensnares souls its screams shatter sanity.",Common,"",8,8,8,1,1
8642,Demon,Torch,Venom,Burning,"Flame Bearer #8642","In toxic mists, the hellspawn lights perdition's path while flames consume endlessly.",Uncommon,"",3,4,4,8,8
8643,Succubus,Sword,Bloodmoon,Poisoning,"Crimson Soul Temptress #8643","Under the crimson gaze, the temptress ensnares souls leaving toxic death behind.",Uncommon,"",8,1,0,5,5
8644,Frankenstein,Arm,Void,Confusion,"The Collector","The shoulder armor is actually a collection of harvested arms, still twitching with unnatural life.",Epic,"The Collector",2,8,5,2,2
8645,Mummy,Torch,Abyss,Brain Wash,"Ancient Guard #8645","From the endless void, this guardian endures eternally enslaving minds with madness.",Epic,"",7,4,1,9,9
8646,Goblin,Sword,Frost,Lightning,"Frozen Cave Raider #8646","In frozen wastes, the goblin plots mischief beneath electric fury.",Legendary,"",1,1,7,6,6
8647,Vampire,Shoulder,Decay,Meteor,"Eternal Hunter #8647","In rotting wastelands, this nightwalker hunts eternally while heavens rain destruction.",Common,"",6,8,2,3,3
8648,Werewolf,Wine,Ragnarok,Seizure,"Last Moon Stalker #8648","As the world ends, the beast stalks with primal fury causing reality to convulse.",Common,"",0,5,8,0,0
8649,Zombie,Sword,Venom,Blizzard,"Shambling Dead #8649","In toxic mists, this corpse shambles onward as frozen winds tear reality.",Common,"",5,1,4,7,7
8650,Skeleton,Arm,Shadow,Bats,"Night Terror","Living shadows that feast on fear.",Rare,"Night Terror",9,8,9,4,4
8651,Dragon,Wine,Void,Mind Blast,"Void Ancient Wyrm #8651","At existence's edge, this terror hoards cursed treasures its screams shatter sanity.",Uncommon,"",4,5,5,1,1
8652,Skeleton,Sword,Abyss,Burning,"Hollow One #8652","From the endless void, ancient bones clutch their relics while flames consume endlessly.",Rare,"",9,1,1,8,8
8653,Demon,Shoulder,Inferno,Poisoning,"Infernal Fiend Lord #8653","Within eternal flames, the infernal lord reigns leaving toxic death behind.",Epic,"",3,8,6,5,5
8654,Succubus,Wine,Decay,Confusion,"Madness Plague","A disease that rots both mind and body.",Uncommon,"Madness Plague",8,5,2,2,2
8655,Frankenstein,Sword,Ragnarok,Brain Wash,"Last Stitched Horror #8655","As the world ends, this creation defies nature enslaving minds with madness.",Common,"",2,1,8,9,9
8656,Mummy,Shoulder,Corruption,Lightning,"Corrupted Ancient Guard #8656","Where reality breaks, this guardian endures eternally beneath electric fury.",Common,"",7,8,3,6,6
8657,Goblin,Wine,Shadow,Meteor,"Shadow Gremlin #8657","In shadow's reach, the goblin plots mischief while heavens rain destruction.",Uncommon,"",1,5,9,3,3
8658,Vampire,Shield,Void,Seizure,"Void Eternal Hunter #8658","At existence's edge, this nightwalker hunts eternally causing reality to convulse.",Uncommon,"",6,2,5,0,0
8659,Goblin,Shoulder,Bloodmoon,Blizzard,"Crimson Shadow Gremlin #8659","Under the crimson gaze, the goblin plots mischief as frozen winds tear reality.",Uncommon,"",1,8,0,7,7
8660,Zombie,Wine,Inferno,Bats,"Infernal Shambling Dead #8660","Within eternal flames, this corpse shambles onward commanding nightborn servants.",Rare,"",5,5,6,4,4
8661,Werewolf,Shield,Decay,Mind Blast,"Moon Stalker #8661","In rotting wastelands, the beast stalks with primal fury its screams shatter sanity.",Epic,"",0,2,2,1,1
8662,Dragon,Shoulder,Frost,Burning,"Frozen Ancient Wyrm #8662","In frozen wastes, this terror hoards cursed treasures while flames consume endlessly.",Common,"",4,8,7,8,8
